mesh_term;aop_level
Natalizumab;Unassigned
Heptavalent Pneumococcal Conjugate Vaccine;Unassigned
Omalizumab;Unassigned
Atomoxetine Hydrochloride;Unassigned
Atazanavir Sulfate;Unassigned
Tiotropium Bromide;Unassigned
Denosumab;Unassigned
Cinacalcet;Unassigned
Liraglutide;Unassigned
Long Term Adverse Effects;Unassigned
Pathogen-Associated Molecular Pattern Molecules;Unassigned
Ultrasonic Waves;Unassigned
Darunavir;Unassigned
Palivizumab;Unassigned
Silent Mutation;Unassigned
Ranolazine;Unassigned
Teas, Herbal;Unassigned
Teas, Medicinal;Unassigned
Bendamustine Hydrochloride;Unassigned
Dimethyl Fumarate;Unassigned
Olive Oil;Unassigned
Solifenacin Succinate;Unassigned
Febuxostat;Unassigned
Red Meat;Unassigned
Desvenlafaxine Succinate;Unassigned
Venlafaxine Hydrochloride;Unassigned
Colesevelam Hydrochloride;Unassigned
Sofosbuvir;Unassigned
Linagliptin;Unassigned
Lisdexamfetamine Dimesylate;Unassigned
Buprenorphine, Naloxone Drug Combination;Unassigned
Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination;Unassigned
Origin of Life;Unassigned
Ezetimibe, Simvastatin Drug Combination;Unassigned
Abiraterone Acetate;Unassigned
Budesonide, Formoterol Fumarate Drug Combination;Unassigned
Vilazodone Hydrochloride;Unassigned
Infectious Encephalitis;Unassigned
Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination;Unassigned
Cobicistat;Unassigned
Ustekinumab;Unassigned
Machine Learning;Unassigned
Rivaroxaban;Unassigned
Supervised Machine Learning;Unassigned
Travoprost;Unassigned
Unsupervised Machine Learning;Unassigned
Loteprednol Etabonate;Unassigned
Waterborne Diseases;Unassigned
Ranibizumab;Unassigned
Bimatoprost;Unassigned
Eszopiclone;Unassigned
Pregabalin;Unassigned
Unilateral Breast Neoplasms;Unassigned
Filgrastim;Unassigned
Round Ligaments;Unassigned
Round Ligament of Liver;Unassigned
Round Ligament of Femur;Unassigned
Abatacept;Unassigned
Sevelamer;Unassigned
Dabigatran;Unassigned
Olopatadine Hydrochloride;Unassigned
Simeprevir;Unassigned
Adipose Tissue, Beige;Unassigned
Adipocytes, Beige;Unassigned
SEC Translocation Channels;Unassigned
Degloving Injuries;Unassigned
Staghorn Calculi;Unassigned
Struvite;Unassigned
Transcription Activator-Like Effector Nucleases;Unassigned
Chocolate;Unassigned
Mastic Resin;Unassigned
Pediocins;Unassigned
Lipid Droplet Associated Proteins;Unassigned
Perilipins;Unassigned
Nogo Receptors;Unassigned
Orthodontic Friction;Unassigned
Antagomirs;Unassigned
C2 Domains;Unassigned
Pleckstrin Homology Domains;Unassigned
Immunoglobulin Domains;Unassigned
Talipes;Unassigned
Gizzard, Non-avian;Unassigned
NLR Proteins;Unassigned
Parkinson Disease Associated Proteins;Unassigned
CYS2-HIS2 Zinc Fingers;Unassigned
Tripartite Motif Proteins;Unassigned
Cadherin Related Proteins;Unassigned
Talipes Cavus;Unassigned
Solute Carrier Proteins;Unassigned
Metatarsal Valgus;Unassigned
Metatarsus Varus;Unassigned
Methyl CpG Binding Domain;Unassigned
Coracoid Process;Unassigned
Anterior Cruciate Ligament Injuries;Unassigned
Shoulder Injuries;Unassigned
Tibial Meniscus Injuries;Unassigned
Diet, Carbohydrate Loading;Unassigned
Rib Cage;Unassigned
Coxa Magna;Unassigned
Tarsal Coalition;Unassigned
Aponeurosis;Unassigned
Morton Neuroma;Unassigned
Nucleus Pulposus;Unassigned
Annulus Fibrosus;Unassigned
Microtrauma, Physical;Unassigned
Brain Contusion;Unassigned
Brain Injuries, Diffuse;Unassigned
Chronic Traumatic Encephalopathy;Unassigned
Diastasis, Muscle;Unassigned
Diastasis, Bone;Unassigned
Hamstring Tendons;Unassigned
Hamstring Muscles;Unassigned
Non-Neuronal Cholinergic System;Unassigned
Rotator Cuff Injuries;Unassigned
Collateral Ligament, Ulnar;Unassigned
Elbow Tendinopathy;Unassigned
Brain Injuries, Traumatic;Unassigned
Rotator Cuff Tear Arthropathy;Unassigned
Crystal Arthropathies;Unassigned
Enthesopathy;Unassigned
Buttermilk;Unassigned
Kefir;Unassigned
Koumiss;Unassigned
Perilipin-1;Unassigned
Giant Cell Tumor of Tendon Sheath;Unassigned
Perilipin-2;Unassigned
Perilipin-3;Unassigned
Perilipin-5;Unassigned
Nogo Proteins;Unassigned
Nogo Receptor 1;Unassigned
Nogo Receptor 2;Unassigned
Discoidin Domain Receptors;Unassigned
Discoidin Domain Receptor 1;Unassigned
Discoidin Domain Receptor 2;Unassigned
Discoidins;Unassigned
Discoidin Domain;Unassigned
Lysine Acetyltransferases;Unassigned
Tensins;Unassigned
Bankart Lesions;Unassigned
Tenocytes;Unassigned
Synoviocytes;Unassigned
MutL Proteins;Unassigned
MutL Protein Homolog 1;Unassigned
Mismatch Repair Endonuclease PMS2;Unassigned
ATP Binding Cassette Transporter, Subfamily G;Unassigned
ATP Binding Cassette Transporter, Subfamily G, Member 2;Unassigned
ATP Binding Cassette Transporter, Subfamily G, Member 1;Unassigned
Hyperekplexia;Unassigned
ATP Binding Cassette Transporter, Subfamily G, Member 5;Unassigned
ATP Binding Cassette Transporter, Subfamily G, Member 8;Unassigned
Hemochromatosis Protein;Unassigned
Sentinel Lymph Node;Unassigned
Place Cells;Unassigned
Grid Cells;Unassigned
Perirhinal Cortex;Unassigned
Axon Initial Segment;Unassigned
Esophageal Mucosa;Unassigned
Anorectal Malformations;Unassigned
Tardive Dyskinesia;Unassigned
Huntingtin Protein;Unassigned
Breast Density;Unassigned
Endoglin;Unassigned
Alert Fatigue, Health Personnel;Unassigned
Pneumonia, Necrotizing;Unassigned
Lipocalin-2;Unassigned
Multiple Chronic Conditions;Unassigned
Familial Multiple Lipomatosis;Unassigned
Microaneurysm;Unassigned
Acute Febrile Encephalopathy;Unassigned
Neonatal Sepsis;Unassigned
Small Fiber Neuropathy;Unassigned
Stenosis, Pulmonary Vein;Unassigned
Stenosis, Pulmonary Artery;Unassigned
Cortical Excitability;Unassigned
ADAMTS Proteins;Unassigned
ADAMTS1 Protein;Unassigned
ADAMTS5 Protein;Unassigned
ADAMTS7 Protein;Unassigned
ADAMTS9 Protein;Unassigned
ADAMTS13 Protein;Unassigned
ADAMTS4 Protein;Unassigned
Poly (ADP-Ribose) Polymerase-1;Unassigned
Promyelocytic Leukemia Protein;Unassigned
Leucine-Rich Repeat Serine-Threonine Protein Kinase-2;Unassigned
Forkhead Box Protein O1;Unassigned
Trefoil Factors;Unassigned
Trefoil Factor-1;Unassigned
Trefoil Factor-2;Unassigned
Trefoil Factor-3;Unassigned
Signaling Lymphocytic Activation Molecule Family;Unassigned
Signaling Lymphocytic Activation Molecule Family Member 1;Unassigned
CD48 Antigen;Unassigned
Signaling Lymphocytic Activation Molecule Associated Protein;Unassigned
ATP Binding Cassette Transporter, Subfamily B, Member 2;Unassigned
Autophagosomes;Unassigned
Autophagy-Related Proteins;Unassigned
Pharmacogenomic Variants;Unassigned
Beclin-1;Unassigned
Autophagy-Related Protein 5;Unassigned
Autophagy-Related Protein-1 Homolog;Unassigned
Autophagy-Related Protein 8 Family;Unassigned
Autophagy-Related Protein 12;Unassigned
Autophagy-Related Protein 7;Unassigned
Pyrin Domain;Unassigned
B30.2-SPRY Domain;Unassigned
Pyrin;Unassigned
NLR Family, Pyrin Domain-Containing 3 Protein;Unassigned
Infradian Rhythm;Unassigned
Ultradian Rhythm;Unassigned
Enhancer of Zeste Homolog 2 Protein;Unassigned
Suppressor of Cytokine Signaling 1 Protein;Unassigned
Suppressor of Cytokine Signaling 3 Protein;Unassigned
Polyelectrolytes;Unassigned
Perilipin-4;Unassigned
Transcriptional Regulator ERG;Unassigned
Carbonic Anhydrase IX;Unassigned
Small Leucine-Rich Proteoglycans;Unassigned
Lumican;Unassigned
Fibromodulin;Unassigned
Fibronectin Type III Domain;Unassigned
Double-Stranded RNA Binding Motif;Unassigned
Zika Virus Infection;Unassigned
Mitochondrial Uncoupling Proteins;Unassigned
Uncoupling Protein 2;Unassigned
Uncoupling Protein 3;Unassigned
Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha;Unassigned
Snail Family Transcription Factors;Unassigned
Extreme Environments;Unassigned
Uncoupling Protein 1;Unassigned
Emergence Delirium;Unassigned
Acute Retroviral Syndrome;Unassigned
Body Remains;Unassigned
Forkhead Box Protein O3;Unassigned
Nanog Homeobox Protein;Unassigned
Transcription Activator-Like Effectors;Unassigned
RNA-Binding Motifs;Unassigned
RNA Recognition Motif;Unassigned
Bunion;Unassigned
Fibromatosis, Plantar;Unassigned
Aldehyde Dehydrogenase, Mitochondrial;Unassigned
Twist Transcription Factors;Unassigned
Twist-Related Protein 2;Unassigned
ETS Motif;Unassigned
Life History Traits;Unassigned
Inbreeding Depression;Unassigned
Src Homology 2 Domain-Containing, Transforming Protein 1;Unassigned
Src Homology 2 Domain-Containing, Transforming Protein 2;Unassigned
Src Homology 2 Domain-Containing, Transforming Protein 3;Unassigned
Thermotolerance;Unassigned
Axon Guidance;Unassigned
Fatty Acid-Binding Protein 7;Unassigned
Pseudoautosomal Regions;Unassigned
Taxis Response;Unassigned
12E7 Antigen;Unassigned
Phototaxis;Unassigned
Neuronal Outgrowth;Unassigned
N-Myc Proto-Oncogene Protein;Unassigned
Axon Fasciculation;Unassigned
Proprotein Convertase 9;Unassigned
ATP Binding Cassette Transporter, Subfamily B, Member 3;Unassigned
Chitinase-3-Like Protein 1;Unassigned
Sequestosome-1 Protein;Unassigned
DEAD Box Protein 58;Unassigned
Death Domain Superfamily;Unassigned
Death Domain;Unassigned
Death Effector Domain;Unassigned
Caspase Activation and Recruitment Domain;Unassigned
Gubernaculum;Unassigned
APOBEC Deaminases;Unassigned
APOBEC-1 Deaminase;Unassigned
APOBEC-3G Deaminase;Unassigned
AlkB Enzymes;Unassigned
Immunogenicity, Vaccine;Unassigned
AlkB Homolog 1, Histone H2a Dioxygenase;Unassigned
AlkB Homolog 2, Alpha-Ketoglutarate-Dependent Dioxygenase;Unassigned
AlkB Homolog 3, Alpha-Ketoglutarate-Dependent Dioxygenase;Unassigned
AlkB Homolog 4, Lysine Demethylase;Unassigned
AlkB Homolog 5, RNA Demethylase;Unassigned
AlkB Homolog 8, tRNA Methyltransferase;Unassigned
Alpha-Ketoglutarate-Dependent Dioxygenase FTO;Unassigned
Liver X Receptors;Unassigned
Cortical Bone;Unassigned
Cancellous Bone;Unassigned
beta-Arrestins;Unassigned
beta-Arrestin 1;Unassigned
beta-Arrestin 2;Unassigned
Fractures, Avulsion;Unassigned
Crush Injuries;Unassigned
Abdominal Oblique Muscles;Unassigned
CDX2 Transcription Factor;Unassigned
Protein Deglycase DJ-1;Unassigned
Protein Phosphatase 2C;Unassigned
Receptor, Notch3;Unassigned
Werner Syndrome Helicase;Unassigned
Zinc Finger Protein GLI1;Unassigned
Histidine Kinase;Unassigned
WD40 Repeats;Unassigned
Glycogen Synthase Kinase 3 beta;Unassigned
Tartrate-Resistant Acid Phosphatase;Unassigned
Sterile Alpha Motif;Unassigned
Cellulite;Unassigned
Latent Autoimmune Diabetes in Adults;Unassigned
Bilateral Vestibulopathy;Unassigned
Cone-Rod Dystrophies;Unassigned
Regulatory Factor X Transcription Factors;Unassigned
Regulatory Factor X1;Unassigned
X-Box Binding Protein 1;Unassigned
Stromal Interaction Molecules;Unassigned
Stromal Interaction Molecule 1;Unassigned
Stromal Interaction Molecule 2;Unassigned
Calcium Release Activated Calcium Channels;Unassigned
ORAI1 Protein;Unassigned
ORAI2 Protein;Unassigned
Soluble Guanylyl Cyclase;Unassigned
BTB-POZ Domain;Unassigned
Kelch Repeat;Unassigned
SMARCB1 Protein;Unassigned
Butyrophilins;Unassigned
Zinc Finger E-box-Binding Homeobox 1;Unassigned
Glycodelin;Unassigned
Wnt-5a Protein;Unassigned
Dystonin;Unassigned
Fibrillins;Unassigned
Fibrillin-1;Unassigned
Fibrillin-2;Unassigned
PAX6 Transcription Factor;Unassigned
Tudor Domain;Unassigned
Tumor Suppressor p53-Binding Protein 1;Unassigned
Epithelial Cell Adhesion Molecule;Unassigned
Prostaglandin-E Synthases;Unassigned
Checkpoint Kinase 1;Unassigned
Medically Unexplained Symptoms;Unassigned
AC133 Antigen;Unassigned
Nipple Discharge;Unassigned
Cerebral Blood Volume;Unassigned
Nucleons;Unassigned
Myocardial Contusions;Unassigned
Breast Carcinoma In Situ;Unassigned
Gracilis Muscle;Unassigned
S100 Calcium-Binding Protein A4;Unassigned
NF-KappaB Inhibitor alpha;Unassigned
Diet, Healthy;Unassigned
Prion Proteins;Unassigned
Deubiquitinating Enzymes;Unassigned
Kelch-Like ECH-Associated Protein 1;Unassigned
Synthetic Lethal Mutations;Unassigned
Fracture Dislocation;Unassigned
Apolipoprotein A-V;Unassigned
PAX3 Transcription Factor;Unassigned
Salter-Harris Fractures;Unassigned
Transcription Factor HES-1;Unassigned
Patched Receptors;Unassigned
Patched-1 Receptor;Unassigned
Patched-2 Receptor;Unassigned
Smoothened Receptor;Unassigned
Serrate-Jagged Proteins;Unassigned
Jagged-1 Protein;Unassigned
Jagged-2 Protein;Unassigned
Superoxide Dismutase-1;Unassigned
Dynactin Complex;Unassigned
Tumor Protein p73;Unassigned
Superconductivity;Unassigned
Interleukin-1 Receptor-Like 1 Protein;Unassigned
Phosphoinositide Phosphatases;Unassigned
Inositol Polyphosphate 5-Phosphatases;Unassigned
Phosphatidylinositol-3,4,5-Trisphosphate 5-Phosphatases;Unassigned
Fertilins;Unassigned
ADAM10 Protein;Unassigned
ADAM17 Protein;Unassigned
ADAM12 Protein;Unassigned
Ku Autoantigen;Unassigned
Zona Pellucida Glycoproteins;Unassigned
Bcl-2-Like Protein 11;Unassigned
Homer Scaffolding Proteins;Unassigned
Mating Factor;Unassigned
Methyl-Accepting Chemotaxis Proteins;Unassigned
ERG1 Potassium Channel;Unassigned
Tumor Hypoxia;Unassigned
Connexin 26;Unassigned
RNA Splicing Factors;Unassigned
Dishevelled Proteins;Unassigned
Forkhead Box Protein M1;Unassigned
Lymphadenopathy;Unassigned
A549 Cells;Unassigned
Dioxins and Dioxin-like Compounds;Unassigned
Polychlorinated Dibenzodioxins;Unassigned
Dibenzofurans;Unassigned
Mucosal-Associated Invariant T Cells;Unassigned
Dibenzofurans, Polychlorinated;Unassigned
NIMA-Interacting Peptidylprolyl Isomerase;Unassigned
Parenchymal Tissue;Unassigned
Oxysterols;Unassigned
Syk Kinase;Unassigned
NIMA-Related Kinases;Unassigned
NIMA-Related Kinase 1;Unassigned
Endothelin-Converting Enzymes;Unassigned
Protein Structural Elements;Unassigned
Protein Domains;Unassigned
DNA, Ancient;Unassigned
Cytochrome P450 Family 1;Unassigned
Cytochrome P450 Family 2;Unassigned
Cytochrome P450 Family 3;Unassigned
Cytochrome P450 Family 4;Unassigned
Heterocyclic Compounds, Fused-Ring;Unassigned
Cytochrome P450 Family 6;Unassigned
Fused-Ring Compounds;Unassigned
Cytochrome P450 Family 7;Unassigned
Cytochrome P450 Family 8;Unassigned
Cytochrome P450 Family 11;Unassigned
Cytochrome P450 Family 12;Unassigned
Cytochrome P450 Family 17;Unassigned
DNA Ligase ATP;Unassigned
Retinoic Acid Receptor alpha;Unassigned
Placenta Growth Factor;Unassigned
Cytochrome P450 Family 19;Unassigned
Cytochrome P450 Family 21;Unassigned
Cytochrome P450 Family 24;Unassigned
Cytochrome P450 Family 26;Unassigned
Cytochrome P450 Family 27;Unassigned
Cytochrome P450 Family 46;Unassigned
Cytochrome P450 Family 51;Unassigned
Retinoic Acid 4-Hydroxylase;Unassigned
Cholesterol 24-Hydroxylase;Unassigned
Homeobox Protein Nkx-2.5;Unassigned
Hepatitis A Virus Cellular Receptor 1;Unassigned
Hepatitis A Virus Cellular Receptor 2;Unassigned
Tumor Necrosis Factor alpha-Induced Protein 3;Unassigned
Cardiorespiratory Fitness;Unassigned
Meniscus;Unassigned
Peptidyl-Prolyl Cis-Trans Isomerase NIMA-Interacting 4;Unassigned
Cyclophilin C;Unassigned
PAX8 Transcription Factor;Unassigned
Thyroid Epithelial Cells;Unassigned
Interferon-Induced Helicase, IFIH1;Unassigned
Cancer-Associated Fibroblasts;Unassigned
Breast Cancer Lymphedema;Unassigned
ST Elevation Myocardial Infarction;Unassigned
Non-ST Elevated Myocardial Infarction;Unassigned
Hypophysitis;Unassigned
Teratozoospermia;Unassigned
Ciliopathies;Unassigned
Margins of Excision;Unassigned
Spontaneous Perforation;Unassigned
Provitamins;Unassigned
Splicing Factor U2AF;Unassigned
PTB-Associated Splicing Factor;Unassigned
Ankyloglossia;Unassigned
High-Intensity Interval Training;Unassigned
Cancer Pain;Unassigned
Tertiary Lymphoid Structures;Unassigned
Propofol Infusion Syndrome;Unassigned
Myeloid-Derived Suppressor Cells;Unassigned
Paternal Inheritance;Unassigned
Maternal Inheritance;Unassigned
Invasive Fungal Infections;Unassigned
Beta-Cryptoxanthin;Unassigned
Protein Conformation, alpha-Helical;Unassigned
Protein Conformation, beta-Strand;Unassigned
Mycobiome;Unassigned
Host-Seeking Behavior;Unassigned
Walking Speed;Unassigned
Stair Climbing;Unassigned
Eryptosis;Unassigned
Surgical Wound;Unassigned
Chromothripsis;Unassigned
Peripheral Blood Stem Cells;Unassigned
Adult Germline Stem Cells;Unassigned
Oogonial Stem Cells;Unassigned
Nitrosative Stress;Unassigned
Transactinide Series Elements;Unassigned
Platelet-Rich Fibrin;Unassigned
Noncommunicable Diseases;Unassigned
Epileptic Syndromes;Unassigned
Metal-Organic Frameworks;Unassigned
Occupational Stress;Unassigned
Demethylation;Unassigned
DNA Demethylation;Unassigned
Dietary Sugars;Unassigned
Microvascular Rarefaction;Unassigned
Frailty;Unassigned
Biological Variation, Population;Unassigned
Diet, High-Protein;Unassigned
Dietary Approaches To Stop Hypertension;Unassigned
Spotted Fever Group Rickettsiosis;Unassigned
Transfusion-Related Acute Lung Injury;Unassigned
Varicella Zoster Virus Infection;Unassigned
Oligodendrocyte Precursor Cells;Unassigned
Loss of Function Mutation;Unassigned
Gain of Function Mutation;Unassigned
Pancreatitis-Associated Proteins;Unassigned
2-Hydroxypropyl-beta-cyclodextrin;Unassigned
Strobilurins;Unassigned
P-type ATPases;Unassigned
Pain, Procedural;Unassigned
Trisomy 13 Syndrome;Unassigned
Copper-Transporting ATPases;Unassigned
Trisomy 18 Syndrome;Unassigned
Immune Privilege;Unassigned
Apelin;Unassigned
Histone Deacetylase 6;Unassigned
Triggering Receptor Expressed on Myeloid Cells-1;Unassigned
Vascular Ring;Unassigned
ATP Binding Cassette Transporter, Subfamily A;Unassigned
Palm Oil;Unassigned
Rice Bran Oil;Unassigned
ATP Binding Cassette Transporter, Subfamily A, Member 4;Unassigned
CX3C Chemokine Receptor 1;Unassigned
C9orf72 Protein;Unassigned
Cell-Free Nucleic Acids;Unassigned
Sugars;Unassigned
Food Intolerance;Unassigned
Biological Coevolution;Unassigned
Dysferlin;Unassigned
Transcription Factor 4;Unassigned
T-Cell Acute Lymphocytic Leukemia Protein 1;Unassigned
Neonicotinoids;Unassigned
F-Box-WD Repeat-Containing Protein 7;Unassigned
Triose Sugar Alcohols;Unassigned
Intercellular Adhesion Molecule-3;Unassigned
DNA Polymerase gamma;Unassigned
MDS1 and EVI1 Complex Locus Protein;Unassigned
Tubular Sweat Gland Adenomas;Unassigned
Bone Marrow Stromal Antigen 2;Unassigned
Peptide Transporter 1;Unassigned
B-Cell CLL-Lymphoma 10 Protein;Unassigned
T-Cell Intracellular Antigen-1;Unassigned
ATP Binding Cassette Transporter, Subfamily B, Member 11;Unassigned
Interatrial Block;Unassigned
TRPA1 Cation Channel;Unassigned
Fatty Acid Binding Protein 3;Unassigned
Receptors, Histamine H4;Unassigned
Cerebral Intraventricular Hemorrhage;Unassigned
Cytokine TWEAK;Unassigned
TWEAK Receptor;Unassigned
Solute Carrier Family 22 Member 5;Unassigned
ATP Binding Cassette Transporter, Subfamily D;Unassigned
Environmental Biomarkers;Unassigned
ATP Binding Cassette Transporter, Subfamily D, Member 1;Unassigned
Undifferentiated Connective Tissue Diseases;Unassigned
MutS Proteins;Unassigned
MutS Homolog 3 Protein;Unassigned
Sodium-Hydrogen Exchanger 1;Unassigned
Sodium-Hydrogen Exchanger 3;Unassigned
THP-1 Cells;Unassigned
Protein Kinase C-theta;Unassigned
Short Stature Homeobox Protein;Unassigned
Circulating Tumor DNA;Unassigned
Kazal Motifs;Unassigned
Serine Peptidase Inhibitors, Kazal Type;Unassigned
Serine Peptidase Inhibitor Kazal-Type 5;Unassigned
Nicotine Chewing Gum;Unassigned
Zinc Finger E-box Binding Homeobox 2;Unassigned
Circulating MicroRNA;Unassigned
Spastin;Unassigned
AAA Domain;Unassigned
ATPases Associated with Diverse Cellular Activities;Unassigned
Katanin;Unassigned
Rumination, Digestive;Unassigned
Peanut Oil;Unassigned
Sunflower Oil;Unassigned
